"title","seller_name","seller_name","description","initial_price","final_price","reviews_count","root_bs_rank","rating","bought_past_month","root_bs_category","bs_rank","country_of_origin"
"AFMAT Heavy Duty Electric Pencil Sharpener, Auto Stop Classroom Pencil Sharpeners for 6-11mm No.2/Colored Pencils, Pencil Sharpener for Large Pencils, Sharp Point, Save Pencils, Teachers Must Haves","AFM¦¦¦OFF¦¦¦","AFM¦¦¦OFF¦¦¦","How to Use This AUTO STOP Pencil Sharpener? Plug the pencil sharpener into a 120 V wall socket or power strip. If your voltage is higher than 120V, please use a converter to avoid burning out the machine.Insert a pencil (diameter within 11mm) and push it with a little pressure, it starts to work automatically.The pencil sharpener will auto stop when the pencil is sharpened well. Take out the pencil and you will get a perfect sharp point.   Let's see how this pencil sharpener works? The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Can it Sharpen Cont a Paris? Yes! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Can it sharpen Derwent Pastel Pencils? Yes! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Can it sharpen Prismacolor pencils? Yes! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Can it sharpen ARTEZA colored pencils? Yes! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Can it sharpen Caran Dache Colored Pencils? Yes! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.","3.80E+1","3.00E+1","1832","2364","4.6","2000","Office Products","23",""
"TAURI 2 Pack Hard Case for Pixel Watch 3 (2024)/Pixel Watch Series 2 1 41mm with 9H Tempered Glass Screen Protector, [Touch Sensitive] [Full Coverage] Slim Protective Cover for Pixel Watch 3, Clear","Tauri","Tauri","Previous page Next page","1.30E+1","7.99E+0","519","5785","4.3","300","Cell Phones & Accessories","83",""
"NextDayLabels - Memo Pads, 10 Notepads with 50 – 4x6 Sheets Per Scratch Pad, White, 50#, Office and School Supplies for Writing Notes, Grocery Shopping, To Do Lists, Servers, Small Blank Paper (4x6)","Nex¦¦¦yLa¦¦¦s","Nex¦¦¦yLa¦¦¦s","Memo Pad (3 x 5"") Memo Pad (3.5 x 8.5"") Memo Pad (5.5 x 8.5"") Memo Pad (8.5 x 11) Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 1,026 4.5 out of 5 stars 370 4.7 out of 5 stars 912 4.7 out of 5 stars 912 Price $15.47$15.47 $17.92$17.92 $22.74$22.74 $28.99$28.99 Sheet Size 3 x 5"" 3.5 x 8.5"" 5.5 x 8.5"" 8.5 x 11"" Paper Color Bright White Bright White Bright White Bright White Paper Style Blank Blank Blank Blank Paper Weight 50 lb 50 lb 50 lb 50 lb Heavy Cardboard Backer ? ? ? ? Sheets Per Pad 50 50 50 50 Quantity 10 Pads 10 Pads 10 Pads 10 Pads","1.90E+1","1.60E+1","1829","5359","4.7","600","Office Products","19",""
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black","Ama¦¦¦.co¦¦¦","Ama¦¦¦.co¦¦¦","Product Description An Amazon Brand. From the Manufacturer Amazon Basics","1.20E+1","1.20E+1","94042","38","4.7","10000","Our Brands","1","Taiwan"
"CreaDream Cell Phone Stand, Cradle, Holder, Aluminum Desktop Stand Compatible with Switch, All Smart Phone, iPhone 15 14 13 12 Pro Max Plus Mini Xr X Se 8 SE -Rose Gold","CMEIY","CMEIY","CreaDream Wide Compatibility: Compatible with ALL Cell Phones iPhone 12 Pro Max, 12 Pro, 12, 12mini, iPhone 11 Pro Max, 11 Pro, 11 , XS Max, XS, XR, X, 8 Plus, 8, 7 Plus, 7, 6S Plus, 6S, SE, 6, 5S, 5C, 5 , Samsung Galaxy S10e, S10+, S10, S9+, S9, S8+, S8, Note 10, 9, 8, 7 ,LG, HuaWei, Google Pixel 3 2 ,iPad Mini, E-reader , Kindle, etc. CreaDream Cell Phone Stand Stable, Elegant, Sturdy will work well with your devices in the office and house. CreaDream make your life better and bring convenience to your life. Rubber protection Sturdy construction Aluminum alloy material For many occasions Strong and sturdy       Anti-Skid & Anti-Scratch Rubber pads and feet protect your device from scratches and sliding. Suitable for all occasions Can be used for various desktops in offices, living rooms, kitchens, bedrooms, freeing hands. Wide Compatibility The stand fits all mobile phones. Devices with screens 4- 8 inches can also be used.   Z1 M1 T3 T4 T5 Z14 Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 20,371 4.2 out of 5 stars 19 3.7 out of 5 stars 14 4.7 out of 5 stars 18 4.5 out of 5 stars 22 4.4 out of 5 stars 4 Price $8.99$8.99 $39.99$39.99 $45.99$45.99 $26.99$26.99 $29.99$29.99 $19.99$19.99 Main Feature Solid Multi-angle Adjustment Mic Boom Arm Adjustable iPad Pillow Stand Heavy Duty, Flexible Adjustment Heavy Duty, Flexible Adjustment Stronger Magnetic, Adjustable Stand Material Aluminum Aluminum Plush Aluminum Aluminum RFID Compatibility Phone and Tablet (4.0-8'') 0.8-2 inch thickness desk 4.7""-13"" Tablet, iPad, iPhone 4.7""-13"" Device 4.7""-13"" Device iPhone 16/15/14/13/12 Series Size 3.54 x 2.36 x 3.39 inch 17.32 x 9.84 x 11.11 inch 6.3 x 5.5 x 6.7 inch 6.3 x 5.5 x 11.41 inch","8.99E+0","8.99E+0","20371","987","4.7","1000","Cell Phones & Accessories","20","China"
"Promot Return to Sender NO Longer at This Address Self Inking Rubber Stamp","Sta¦¦¦Hub¦¦¦","Sta¦¦¦Hub¦¦¦","Previous page Next page 1 REFILLABLE 2 CLEAR IMPRESSION   Previous page Next page 1 EASY TO USE 2 IMPRESSION SIZE 3 INK COLOR   Personalized Rubber Stamps: 1-Line Stamp Add to Cart 2-Line Stamp Add to Cart 3-Line Stamp Add to Cart 4-Line Stamp Add to Cart 5-Line Stamp Add to Cart Clothing Stamp Add to Cart Clothing Stamp Set Add to Cart Customer Reviews 4.7 out of 5 stars 3,097 4.6 out of 5 stars 266 4.7 out of 5 stars 3,976 4.7 out of 5 stars 1,510 4.6 out of 5 stars 76 4.4 out of 5 stars 410 4.7 out of 5 stars 2 Price $18.95$18.95 $18.95$18.95 $21.95$21.95 $21.95$21.95 $22.95$22.95 $19.95$19.95 $29.95$29.95 Customizable ? ? ? ? ? ? ? Assembled in the USA ? ? ? ? ? ? ? Easy Alignment ? ? ? ? ? ? ? Custom Text 1 Line 2 Lines 3 Lines 4 Lines 5 Lines Up to 2 Lines Up to 2 Lines Impression Size Various Sizes Various Sizes Various Sizes Various Sizes Various Sizes 9/16"" x 1-1/2"" 9/16"" x 1-1/2"" Discover more from Promot's product lineup: Tan Notebook with Pocket Add to Cart A5 Premium Notebook Add to Cart Custom Premium Notebook Add to Cart Pre-made Planner 2024 Buying Options Brown Wedding Guestbook Add to Cart White Wedding Guestbook Add to Cart Gray Funeral Guestbook Add to Cart Customer Reviews 4.8 out of 5 stars 215 4.8 out of 5 stars 215 4.8 out of 5 stars 66 4.5 out of 5 stars 20 4.8 out of 5 stars 173 4.8 out of 5 stars 173 4.7 out of 5 stars 98 Price $26.95$26.95 $26.95$26.95 $19.95$19.95 — $39.95$39.95 $34.95$34.95 $59.95$59.95 Customizable ? ? ? ? ? ? ? Assembled in the USA ? ? ? ? ? ? ? Custom Text 1 Line None 1 Line 1 Line Up to 5 Lines Up to 5 Lines Up to 3 Lines Color Options 5 Colors 5 Colors 5 Colors 2 Colors 5 Colors 5 Colors 5 Colors Size 8.4"" x 5.9"" A5 A5 9"" x 6"" 7"" x 10"" 7"" x 10"" 7"" x 10""","9.99E+0","9.99E+0","339","4465","4.8","1000","Office Products","29","USA"
"Factory Direct Partners 10363-BL 14"" School Stack Chair, Stacking Student Seat with Chromed Steel Legs and Ball Glides for in-Home Learning or Classroom - Blue (6-Pack)","Ama¦¦¦.co¦¦¦","Ama¦¦¦.co¦¦¦","Perfect for any classroom space, the innovative School Stack Chairs are built for comfort and durability. Each chair features a molded seat with vented back for comfort, reinforced ribbing behind and under the seat for added strength, and steel lower back support. Don't worry about hair or clothes getting caught — our no-snag design ensures screws and other hardware don't poke through the seat. Chairs are easy to wipe clean at the end of the day; remember to completely dry chrome and glides after cleaning for safety and to maintain luster. Colors may vary.","284","1.85E+2","468","12815","4.4","50","Office Products","1","China"
"Tile Mate (2022) 3-Pack, Black. Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags and More; Up to 250 ft. Range. Water-Resistant. Phone Finder. iOS and Android Compatible.","Ama¦¦¦.co¦¦¦","Ama¦¦¦.co¦¦¦","Tile Mate makes it easy to find what you can't live without. Attach Mate to everyday must-haves likes keys, backpacks, wallets, and more. Then open the free Tile app and tap Find to locate your stuff. Or use it to ring your phone if it gets lost, even if it's on silent. Mate works with Android™ and Apple® devices and has voice-assisted finding with Alexa, Google and Siri. It has up to 250 ft / 76 m Bluetooth range, 3-year non-replaceable battery, is water-resistant.","7.00E+1","6.12E+1","1844","7036","4.4","500","Electronics","77","China"
"KTRIO Sheet Protectors 8.5 x 11 inch Clear Page Protectors for 3 Ring Binder, Plastic Sleeves for Binders, Top Loading Paper Protector Letter Size, 50 Pack","Ktr¦¦¦LLC¦¦¦","Ktr¦¦¦LLC¦¦¦","KTRIO Clear Sheet Protector Series Clear Sheet Protector Add to Cart Heavy Weight Page Sleeves Add to Cart Non-glare Sheet Protector Add to Cart Tab Divider with Pockets Add to Cart Clear Sheet Protector Add to Cart Small Sheet Protector Add to Cart File Folders with Prongs Add to Cart Customer Reviews 4.7 out of 5 stars 31,757 4.7 out of 5 stars 1,143 4.6 out of 5 stars 2,170 4.6 out of 5 stars 1,052 4.6 out of 5 stars 952 4.7 out of 5 stars 622 4.7 out of 5 stars 714 Price $5.64$5.64 $5.99$5.99 $5.99$5.99 $5.49$5.49 $25.99$25.99 $6.99$6.99 $6.99$6.99 Features Storage photos, documents Storage photos, documents Non-glare, storage paper Classify documents Storage photos, documents Storage playbill, paper Fashionable& for 3-Ring Binder Color Clear Clear Clear Clear Clear Clear Assorted Colors For Size 8.5 x 11 inch 8.5 x 11 inch 8.5 x 11 inch 8.5 x 11 inch 8.5 x 11 inch 5.5 x 8.5 inch 8.5 x 11 inch Material Durable PP Material Durable PP Material Durable PP Material Durable PP Material Durable PP Material Durable PP Material Durable PP Material Package 50 Pack 30 Pack 50 Pack 2 Sets 500 Pack 60 Pack 5 Pack, Each 2 Pockets","7.99E+0","5.64E+0","31757","104","4.7","10000","Office Products","2",""
"60 Pieces Clear Plastic Thumb Tack Hook, Plastic Heads Pin Tacks Wall Thumb Tacks Hanging Nails Decorative Push Pins Hooks for Cork Bulletin Board Map Photos Calendar, Home Office School Supplies","May¦¦¦s","May¦¦¦s","Plastic Thumb Tack Hooks You will receive 80 black and clear thumbtack hooks and a clear storage box, enough for your daily use and replacement. The organizer box also allows for easy organization and storage.   Novel Design: These plastic thumbtacks are designed with a hook shape, not only can be firmly fixed in the correct position, but also work well on the wall, which is practical and beautiful. Easy to use: These thumbtack hooks can be installed manually without tools, which is convenient and quick; the pinholes of the thumbtack hooks are small, which will not affect the overall beauty of the wall. It works on drywall or wood walls. Material: Thumbnail hooks are made of high-quality plastic and stainless steel needles. Its strong and durable quality makes it not easy to break or tear, thus providing a long enough service life.     Widely used: These plastic head push pins can be widely used in our work and study. It is suitable for hanging photos, keys, small jewelry or other lightweight items on walls and cork boards, and is widely used in homes, offices and schools.","8.99E+0","6.99E+0","134","20045","4.4","100","Office Products","96","China"
"50 PCS Tropical Fish Cutouts, Double-Sided Printing Fish Sea Animal Accents Cut-Outs Bulletin Board Classroom Decoration in 10 Designs Ocean Themed Party Supplies for Kids Teacher Student","Get¦¦¦ud","Get¦¦¦ud","Value Pack The decoration set comes with 50 pcs tropical fish cutouts in 10 different styles, sufficient quantity to meet various needs. Each measures about 6” (15cm), large and eye-catching. Premium Quality Made from thick cardboard, durable and handy. Double-sided PET film, waterproof for write-on and wipe-off. Printed with premium plant ink, safe to use. Wide Application It can be applied as bulletin board, classroom and party decorations, suits for cards or labels making, craft projects, desk or wall decor and more.","8.99E+0","5.99E+0","214","28477","4.8","700","Office Products","45","China"
"SHOKZ OpenRun Pro - Open-Ear Bluetooth Bone Conduction Sport Headphones, Sweat Resistant Wireless Earphones for Workouts and Running with Premium Deep Base - Built-in Mic, with Hair Band, Black","Sho¦¦¦Off¦¦¦al","Sho¦¦¦Off¦¦¦al","Be Open to Pushing Your Limits OpenRun Pro is ready to redefine everything you knew about open-ear listening with improved tech. Our new premium sport headphones feature the latest 9th generation bone conduction technology with two added bass enhancers and our signature situational awareness and comfortable open-ear fit. The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Open-Ear Comfort Featuring our signature open-ear design and delivering all-day comfort. Crush your training goals and stay aware of traffic, pedestrians, cyclists, and more with OpenRun Pro.   Enjoy Enhanced Bass with Incredible Depth Experience incredible audio delivered through your cheekbone, powered by 9th generation bone conduction technology, Shokz TurboPitch Technology. Two added bass enhancers allow you to experience every note, beat and chorus of your favorite audio, resulting in premium sound quality. Previous page IP55 Water-Resistant An IP55 rating that weathers dust and moisture, so they are durable enough to withstand rainy runs, sweaty rides, or other gritty conditions. Dual Noise-Canceling Microphone Take a call no matter where you’re working out. OpenRun Pro are equipped with a dual noise-canceling microphone for crystal-clear calls on both ends. 10-Hour Battery Life + Quick Charge Our Shokz App is now available in the GooglePlay and Apple App Store. Manage multipoint pairing, change EQ modes, and more! Download the SHOKZ App Download for easy pairing (Bluetooth 5.1), multipoint pairing, listening customization, and user tips. You can customize your listening experience with the choice of two EQ settings. Next page Compared with Shokz SHOKZ OpenRun Pro Add to Cart SHOKZ OpenRun Add to Cart SHOKZ OpenMove Add to Cart SHOKZ OpenSwim Pro Add to Cart SHOKZ OpenFit Add to Cart SHOKZ OpenSwim Add to Cart Customer Reviews 4.5 out of 5 stars 22,061 4.6 out of 5 stars 30,284 4.4 out of 5 stars 17,807 4.3 out of 5 stars 685 4.3 out of 5 stars 4,228 4.3 out of 5 stars 3,204 Price $159.95$159.95 $129.95$129.95 $79.95$79.95 $179.95$179.95 $179.95$179.95 $149.95$149.95 Bone Conduction Technology 9th generation 8th generation 7th generation 8th generation DirectPitchTM Techonology 7th generation Sound SHOKZ TurboPitch PremiumPitch2.0+ PremiumPitch2.0+ PremiumPitch2.0+ Open BassTM PremiumPitch2.0 Stereo Sound Sweat Resistancy IP55 IP67 IP55 IP68 IP54 IP68 Battery Life 10h 8h 6h 9h with Bluetooth 6h with MP3 7h 8h Fast Charging ? ? ? ? ? ? Connectivity Bluetooth v5.1 Bluetooth v5.1 Bluetooth v5.1 Bluetooth V5.4 Bluetooth v5.2 Bluetooth not Compatible What's in the box OpenRun Pro HeadphonesCarrying CaseMagnetic Charging Cable","1.80E+2","1.60E+2","22061","517","4.5","9000","Electronics","1","China"
"Bose QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up to 24 Hours of Battery Life, Chilled Lilac - Limited Edition Color","Fro¦¦¦ow ¦¦¦h L¦¦¦","Fro¦¦¦ow ¦¦¦h L¦¦¦","Go beyond the beat and take control of the sound that puts you on top of the world with Bose QuietComfort Wireless Noise Cancelling Headphones. Experience powerful high-fidelity audio with legendary noise cancellation in these wireless Bluetooth headphones that allow you to block everything out but the beat and control what you hear. These Bose wireless headphones feature new custom modes that give you the power to adjust noise cancellation based in the moment and the option to turn on Wind Block to tune out breezy environments. Or simply toggle your Bose over ear headphones between Quiet and Aware Modes for a quick change when the world calls for it. These Bose wireless headphones come in Black, White Smoke, and a striking limited-edition Cypress Green headphones color option that are as bold as they are iconic. Adjustable EQ puts you in control of tuning your music and Spotify Tap starts your listening session at the push of a button on the side of the over the ear headphones. With up to 24 hours of battery life on a single charge, your Bluetooth headphones are ready for any adventure. Multi-point toggle lets you switch between multiple wireless connections on these around ear headphones without disconnecting and reconnecting each time. Plug in the optional audio cable with in-line microphone into these wireless headphones to make the headphones wired and use without a Bluetooth connection. The Bose app guides you through setup, lets you personalize settings, and keeps your headphones’ software up-to-date. Press play and take charge of your music with Bose QuietComfort Noise Cancelling Headphones.","349","199","5910","221","4.6","10000","Electronics","15",""
"Ticonderoga® Pastel Pencils, #2 Soft, Assorted Colors, Pack of 10 Pencils","Ama¦¦¦.co¦¦¦","Ama¦¦¦.co¦¦¦","With a rich history of quality spanning over 100 years, Ticonderoga is the trusted brand preferred by teachers. The same spirit of ingenuity that fueled the creation of the very first Ticonderoga pencil continues to inspire innovation in our product line. From latex-free erasers and ergonomically designed triangular pencils to specialty pencils featuring stylish form to match function, our products consistently deliver a superior experience. ABOUT US: Ticonderoga is part of the Dixon Ticonderoga family of products which includes Prang, Dixon, Pacon, Tru-Ray, UCreate, Fadeless, Classroom Keepers, Bordette, Creativity Street, Spectra, Strathmore, Canson, Daler-Rowney, Lyra, Das, Maimeri, Princeton Artist Brush, and more.","5.49E+0","4.99E+0","16070","261","4.8","9000","Office Products","3",""
"LED Desk Lamp with Wireless Charger, USB Charging Port, 10 Brightness, 5 Color Modes, Desk Lamps for Home Office, Dimmable Table Lamp Eye Caring Reading Light, Touch Control, Auto Timer, Black","JOS¦¦¦-Lt¦¦¦","JOS¦¦¦-Lt¦¦¦","Efficient & Energy saving Using advanced ST technology, the lamp is 75% energy-saving than ordinary led lamps, and its service life is greatly extended. Multi-mode dimming, a total of 50 lighting modes can be combined, which is suitable for various environments. Larger Lighting Coverage 60 High-Quality LED Bulbs (30 warm light & 30 cold light ), providing larger lighting coverage, giving you more comfortable reading or working experience. Smart Memory Function Keep the power connected, it can remember the brightness and lighting mode which you last set, you do not need to readjust it when you turn it on next time. Packing List: 1* LED Desk Lamp 1* 10V/2A Adapter Plug 1* User manual 1* Package box         10W Fast Wireless Charging Compared with the same type of products that only output 5W wireless charging power, JOSTIC upgrades 10W wireless charging power to charge faster. With a 10V/2A adapter, it is more efficient and stable. 30/60 Min Auto Timer Green-light indicates the light will automatically turn off in 30 minutes; Blue-light indicates the light will automatically turn off in 60 minutes. USB Charger Port & Non-Slip The non-slip bottom makes the lamp more stable, and the additional USB charging port can charge your mobile phone, iPad, and other devices, which is very convenient. Flexible Design Benefit from a flexible design, this desk lamp is easy to adjust and able to provide the best lighting angle, easy to place, and carry.   Product Parameter (PRO) Lighting Power 8 watts Wireless Charging Power 10 watts USB Charging Output 5V, 2/1A Rated Voltage 10-12 Volts Maximum Supported Wattage 20 watts Desk Lamp Dimensions H x D x W 15.35 inches* 7.48 inches* 4.33 inches Double Head LED Desk Lamp with Clamp Double Head LED Desk Lamp with Clamp Multi-Functional LED Desk Lamp (UPG) Multi-Functional LED Desk Lamp (UPG) Multi-Functional LED Desk Lamp (UPG) Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 178 4.5 out of 5 stars 178 4.4 out of 5 stars 5,646 4.4 out of 5 stars 5,646 4.4 out of 5 stars 5,646 Price $31.99$31.99 $31.99$31.99 $33.96$33.96 $33.96$33.96 $33.96$33.96 LED Beads 168 pcs 168 pcs ?1200 Lux ?1200 Lux ?1200 Lux Power 24W 24W 24W 24W 24W Power Supply Include 12V/2A Power Adapter Include 12V/2A Power Adapter Fast Wireless Charger, USB Charging Port, Night Light Fast Wireless Charger, USB Charging Port, Night Light Fast Wireless Charger, USB Charging Port, Night Light","2.90E+1","2.90E+1","5646","5551","4.4","500","Tools & Home Improvement","36","China"
"ULANZI Phone Tripod Mount ST-06S, New Universal Smartphone Mount Adapter with 2 Cold Shoe, 360° Rotates Adjustable Cell Phone Clip Clamp Holder, Compatible with iPhone, Samsung Galaxy and All Phones","ULA¦¦¦ Of¦¦¦ial¦¦¦¦¦¦¦¦¦","ULA¦¦¦ Of¦¦¦ial¦¦¦¦¦¦¦¦¦","About us: Founded in 2016 by a team of the photographer lovers, our original vision is not only to collect high quality and stylish products from the world, but also to develop own products with fabulous and yet practical design. We specialize in the development of mobile phone photography and other photographic equipment accessories, mainly based on mobile video accessories such as mobile phone stabilizer, rigs, microphone, LED lights, fixed bracket, lens, tripod,action camera accessories,etc. ULANZI Phone Tripod Mount ST-06S, Universal Smartphone Mount Adapter with 2 Cold Shoe Multi-scene Use Camera Travel Tripod Bring it outside, take a beautiful view Make you happier Mini Tripod With 1/4 screw, no matter what kind of tripod you have, it can all work. Make things easier Ring Light Wireless remote, free your hands You can get more scenes in your life       360° Rotation Angle You can adjust the horizontal or vertical screen shooting according to your preference to satisfy your VLOG video shooting 1/4"" Standard Screw Hole The universal design is suitable for most tripods, monopods, selfie sticks, ring lights, etc. It is a perfect match for the photography industry Flexible Adjustment of Z-axis You can freely adjust the pitch angle and capture different angles. Preferred choice for Ulanzi phone monitor mount       2 Cold Shoe Mount ST-06s has its own cold shoe mount design, which allows fixing microphones, photographic lights and other equipment One Key Press Lock Mode Original creation, upgrade traditional installation method, more stable, safer and easier to use Non-slip Silicone Pad The use of high-quality materials, widening, thickening, and enlarged gear design make your phone more stable and safer   Ulanzi Tips - QA (Frequently Asked Questions): Q1: Can this be mounted on a hot shoe on a camera? It says cold shoe. Yes, it can be used as a hot shoe, sliding directly into the camera hot shoe without causing any interference. Q2: Can it fit on a ring light tripod? Yes, there is a 1/4'' screw on the bottom of the tripod mount. Q3: What is in the box? 1*ST-06S phone holder 1*Packing box FT-01 Tripod M12 Tripod ST-10 Metal Phone Mount ST-28 Magsafe Mount LINO Video Rig U200 Rig Light Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 5,160 4.4 out of 5 stars 748 4.7 out of 5 stars 372 4.6 out of 5 stars 160 4.6 out of 5 stars 512 4.4 out of 5 stars 459 Price $22.95$22.95 $18.95$18.95 $19.95$19.95 $39.95$39.95 $59.95$59.95 $79.95$79.95 ULANZI ? ? ? ? ? ?","1.60E+1","1.20E+1","299","2965","4.5","1000","Cell Phones & Accessories","39","China"
"VIZ-PRO Dry Erase Board/Whiteboard, 36 X 24 Inches, Wall Mounted Board for School Office and Home","Tro¦¦¦-Pr¦¦¦","Tro¦¦¦-Pr¦¦¦","Recommended Products From VIZ-PRO   Dry Erase Markers   Magnetic White Board Eraser   Magnetic White Board Eraser Length: 5.1 Inches Size: 4.13 x 2.16 x 0.78 Inches Diameter: 2 Inches, Thickness: 0.8 Inches 3 Assorted Colors, 12-Count 3 Assorted Colors, 3-Piece 4 Assorted Patterns, 4-Piece   VIZ-PRO Dry Erase Whiteboard Fashionable design, smooth & durable surface, anti-scrap, easily drywipe with all dry-erase markers; can be used widely in home, office & school for memo, meeting & teaching etc. High density wood fiberboard core makes it durable     Previous page Different Sizes Available Different sizes for you to choose to meet your different space and functional needs. Easy to Install Anti-scratch silver finished Aluminium frame, ABS plastic corner with screw-fixing in corners Smooth Writing Surface Smooth & durable writing surface, easily dry wipe with all dry-erase markers. Next page 1 Different Sizes Available 2 Easy to Install 3 Smooth Writing Surface Previous page Office Supply Display, meeting, communication, discussion, brainstorming, daily schedules, work deadline, idea pad Home Supply Memo, leaving note, reminder, notice, weekly plan, grocery list, to do list, kids writing & drawing School Supply Teaching, presentation, demonstration, guide reading, training, daily tasks, interactive education Next page 1 Office Supply 2 Home Supply 3 School Supply Hot-selling Products From VIZ-PRO Dry Erase White Board Add to Cart Dry Erase Board Add to Cart Mobile Whiteboard Add to Cart ECO Mobile Whiteboard Add to Cart Whiteboard Easel Add to Cart U-Stand Whiteboard Add to Cart Customer Reviews 4.5 out of 5 stars 6,335 4.6 out of 5 stars 33,180 4.1 out of 5 stars 3,073 4.3 out of 5 stars 425 4.6 out of 5 stars 2,968 4.2 out of 5 stars 541 Price $32.80$32.80 $62.80$62.80 $109.00$109.00 $129.90$129.90 $56.80$56.80 $79.90$79.90 Board Size 36 x 24 Inches 48 X 36 Inches 48 x 36 Inches 40 X 28 Inches 36 x 24 Inches 36 x 28 Inches Frame Color Black Silver Silver Black Silver Black Board Feature Lacquer Lacquer Lacquer Lacquer Melamine Lacquer Magnetic ? ? ? ? ? ? Double-Sided ? ? ? ? ? ?","3.30E+1","2.82E+1","4346","3320","4.5","700","Office Products","41",""
"Deco Brothers File Sorter Organizer for Desk, 5 Sections, Black","Dec¦¦¦os ¦¦¦ect¦¦¦","Dec¦¦¦os ¦¦¦ect¦¦¦","DecoBros File Sorter Organizer for Desk, 5 Sections, Black Here at DecoBros, we are dedicated to providing quality products and solutions that help transform your space just the way you want it. The Desk Organizer series is designed to declutter and arrange your items in an easy way. Whether it's in a corporate setting, home office, or in the comfort of your living room, having a method to organize the essentials can enhance your everyday living. Keep life organized! Key Features       Sturdy Structure Steel frame construction provides long-lasting durability. Wire mesh design on the bottom keeps it easy to clean and ventilated when needed. Upright Sections Five upright folder compartments create opportunities to store books, reports, binders, catalogs, and homework. Keep your documents visible and easy to reach. Non-Slip Grip Additional grips on all four corners ensures that the organizer stays in place and also prevents from surface scratches. Deco In Every Corner!         Home Office Standard way to keeping files and folders organized in the office. Place one nearby to keep essential documents within reach. Bookshelf Conveniently use as a bookshelf divider stand to separate and organize important textbooks or favorite novels. Kitchen Compliment the kitchen with an organizer that can also hold baking pans and cutting boards in a tidy way. Docking Station Utilize as a docking station for electronic devices with charging ports nearby. The mesh structure helps with air ventilation for all items. Desk Organizers Pen Holder Office Caddy Storage Desk Organizers Pen Holder Office Caddy Storage Mesh Desk Organizer with Double Tray, 5 Upright Sections and Sliding Drawer Mesh Desk Organizer with Double Tray, 5 Upright Sections and Sliding Drawer Desktop File Organizer with Double Tray and 5 Folder Stand Desktop File Organizer with Double Tray and 5 Folder Stand Add to Cart Add to Cart Add to Cart Buying Options Add to Cart Add to Cart Customer Reviews 4.8 out of 5 stars 12,008 4.7 out of 5 stars 2,277 4.7 out of 5 stars 2,451 4.7 out of 5 stars 2,451 4.6 out of 5 stars 1,301 4.6 out of 5 stars 244 Price $14.87$14.87 $14.87$14.87 $25.47$25.47 — $26.87$26.87 $27.47$27.47 SKU RO-001-1 RO-001-2 RO-002-1 RO-002-2 RO-003-1 RO-003-2 Style Desk Organizer Desk Organizer Desk Organizer Desk Organizer Desk Organizer Desk Organizer Finish Black Silver Black Silver Black Silver Total Compartments 8 8 7 7 7 7 Dimensions 9.3""L x 4.5""W x 4""H 9.3""L x 4.5""W x 4""H 13.1""L x 10.15""W x 13.5""H 13.1""L x 10.15""W x 13.5""H 13.1""L x 10.2""W x 13.5""H 13.1""L x 10.2""W x 13.5""H","2.70E+1","1.89E+1","1929","41488","4.7","50","Office Products","34",""
"Uyiton Compatible with iPhone 16 Pro/iPhone 16 Pro Max Camera Lens Protector - [Not Easy to Break][Strong Adsorption][Case-Friendly] Metal Tempered Glass Rear Camera Screen Cover - Black Titanium","KAL¦¦¦","KAL¦¦¦","Previous page Next page 1 Exact Fit 2 Strong Adhesion 3 Premium Standard 4 Case-Friendly 5 Easy to Install   Previous page Next page What Sets Our Uyiton Camera Lens Protector Apart from the Rest? Hard-Wearing Protection: Sapphire and aluminum alloy resist impacts and scratches.Seamless Fit: 1:1 lens coverage with 0.15mm added thickness for an original look.Strong Adhesion: Upgraded adhesive for secure attachment, reducing fall-off issues.Lotus Leaf Effect Glass: Lotus-leaf-inspired AF nano-coating cuts dust adhesion by 90%, resisting smudges and fingerprints for a lasting.Anti-Glare Technology: AR coating eliminates glare, preserving image quality with flash. The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.","1.70E+1","1.60E+1","7946","181","4.5","4000","Cell Phones & Accessories","4","China"
