"initial_price"
"40.00"
"200.00"
"8.95"
"35.00"
"5.99"
"6.98"
"30.00"
"30.00"
"16.00"
"25.00"
"35.00"
"6.99"
"35.00"
"40.00"
"9.40"
"7.99"
"35.00"
"24.00"
"12.00"
"96.00"
"30.00"
"9.99"
"4.99"
"13.00"
"6.99"
"9.99"
"8.99"
"27.00"
"25.00"
"40.00"
"20.00"
"7.00"
"25.00"
"18.00"
"25.00"
"5.93"
"150.00"
"14.00"
"180.00"
"15.00"
"15.00"
"7.99"
"399.00"
"13.00"
"10.80"
"90.00"
"20.00"
"12.00"
"36.00"
"30.00"
"5.99"
"110.00"
"22.00"
"6.99"
"135.00"
"40.00"
"35.00"
"15.00"
"15.50"
"38.00"
"13.00"
"19.00"
"12.00"
"8.99"
"9.99"
"284.00"
"70.00"
"7.99"
"8.99"
"8.99"
"180.00"
"349.00"
"5.49"
"29.00"
"16.00"
"33.00"
"27.00"
"17.00"
"44.90"
"20.00"
"20.00"
"160.00"
"26.00"
"24.90"
"135.00"
"89.50"
"32.00"
"40.00"
"100.00"
"554.00"
"9.99"
"5.99"
"30.00"
"13.00"
"50.00"
"46.00"
"18.00"
"54.60"
"30.00"
"8.99"
"25.00"
"12.00"
"9.99"
"40.00"
"20.00"
"20.00"
"11.90"
"32.00"
"16.00"
"50.00"
"22.90"
"16.00"
"28.00"
"25.00"
"60.00"
"27.00"
"8.75"
"60.00"
"189.00"
"17.00"
"19.00"
"18.00"
"21.00"
"26.00"
"25.00"
"60.00"
"16.00"
"26.00"
"3.99"
"12.00"
"26.00"
"28.00"
"20.00"
"39.00"
"220.00"
"5.99"
"40.00"
"8.99"
"80.00"
"13.90"
"12.50"
"15.00"
"9.99"
"13.00"
"19.90"
"16.00"
"17.00"
"34.00"
"9.99"
"15.00"
"15.00"
"13.00"
"13.00"
"22.00"
"22.00"
"5.99"
"700.00"
"27.00"
"9.99"
"40.00"
"50.00"
"31.00"
"30.00"
"26.20"
"22.00"
"19.00"
"40.00"
"17.00"
"19.00"
"6.29"
"23.00"
"48.00"
"29.00"
"25.00"
"30.00"
"31.00"
"8.99"
"40.00"
"100.00"
"7.99"
"21.00"
"222.00"
"36.00"
"8.98"
"27.00"
"8.99"
"31.00"
"49.00"
"40.00"
"93.50"
"8.99"
"20.00"
"35.00"
"114.00"
"16.00"
"50.00"
"450.00"
"36.00"
"100.00"
"6.99"
"80.00"
"16.00"
"11.00"
"106.00"
"7.99"
"19.00"
"50.00"
"14.00"
"7.99"
"11.90"
"40.00"
"60.00"
"119.00"
"25.00"
"9.99"
"27.00"
"14.00"
"25.00"
"80.00"
"11.00"
"30.00"
"8.99"
"8.99"
"15.00"
"80.00"
"9.99"
"60.00"
"25.00"
"13.00"
"17.00"
"90.00"
"26.00"
"9.99"
"70.00"
"7.99"
"13.00"
"6.55"
"35.00"
"150.00"
"140.00"
"9.99"
"34.00"
"20.00"
"20.00"
"44.00"
"12.00"
"180.00"
"6.99"
"239.00"
"20.00"
"229.00"
"27.00"
"20.00"
"17.00"
"349.00"
"8.99"
"14.00"
"20.00"
"150.00"
"18.00"
"17.00"
"50.00"
"46.00"
"9.99"
"31.70"
"14.00"
"8.99"
"130.00"
"20.00"
"40.00"
"30.00"
"9.99"
"23.00"
"7.99"
"14.00"
"26.00"
"60.00"
"22.00"
"40.00"
"400.00"
"6.99"
"27.00"
"13.00"
"5.99"
"7.89"
"21.00"
"50.00"
"19.50"
"29.00"
"60.00"
"29.20"
"14.00"
"36.00"
"1.76"
"21.00"
"200.00"
"19.00"
"13.00"
"373.00"
"18.00"
"189.00"
"15.00"
"20.00"
"30.00"
"12.00"
"60.00"
"40.00"
"6.49"
"5.99"
"50.00"
"9.99"
"25.00"
"60.00"
"119.00"
"44.00"
"84.00"
"80.00"
"14.00"
"7.99"
"35.00"
"35.00"
"37.00"
"30.00"
"6.99"
"27.00"
"15.20"
"39.90"
"30.00"
"40.00"
"14.00"
"19.00"
"15.00"
"6.59"
"6.99"
"6.68"
"16.00"
"20.00"
"23.00"
"12.00"
"22.00"
"50.00"
"14.00"
"80.00"
"30.00"
"90.00"
"8.99"
"11.00"
"9.99"
"45.00"
"25.00"
"6.79"
"30.00"
"349.00"
"238.00"
"14.00"
"30.00"
"35.00"
"50.00"
"14.00"
"14.00"
"9.99"
"27.00"
"30.00"
"28.00"
"17.00"
"9.99"
"23.00"
"30.00"
"15.00"
"35.00"
"7.99"
"110.00"
"169.00"
"32.40"
"50.00"
"9.99"
"9.99"
"35.00"
"6.99"
"200.00"
"13.10"
"7.52"
"9.99"
"7.59"
"25.00"
"27.00"
"9.99"
"14.50"
"15.80"
"11.00"
"9.99"
"7.99"
"36.70"
"7.99"
"60.00"
"9.32"
"12.00"
"22.10"
"15.00"
"530.00"
"55.00"
"8.99"
"37.00"
"60.00"
"13.00"
"80.00"
"166.00"
"36.00"
"14.00"
"9.99"
"20.00"
"360.00"
"9.99"
"70.00"
"32.70"
"160.00"
"15.00"
"90.00"
"25.00"
"14.00"
"47.00"
"9.37"
"45.90"
"9.99"
"40.00"
"8.99"
"14.00"
"13.00"
"29.00"
"19.00"
"33.00"
"130.00"
"13.00"
"24.00"
"60.00"
"18.00"
"60.00"
"8.99"
"20.00"
"20.00"
"40.00"
"30.00"
"12.00"
"16.00"
"75.00"
"160.00"
"25.00"
"9.99"
"24.00"
"4.33"
"16.00"
"7.99"
"45.00"
"12.50"
"9.99"
"20.00"
"8.99"
"11.30"
"13.50"
"70.00"
"9.99"
"5.99"
"9.99"
"5.99"
"32.00"
"6.99"
"25.00"
"26.80"
"30.80"
"15.00"
"250.00"
"14.00"
"40.00"
